,0888cc58-7f72-4448-9375-c07e40b5b269,0e3ebbc4-2f1a-48ca-b56c-516afe3297c2,1360b55e-29fa-41ad-ac96-e7c529a6849e,145f036d-6dce-432d-b966-e9dfef2fe42e,14ef1088-3bbd-46a7-b945-a0842055eee0,16de79fb-d97d-40ee-925d-e890131446b1,219d6b20-df3d-48b3-b222-6874047bd793,24e350d7-8cf2-4bf3-9c71-8a24a6c15fb2,27f417d4-dda0-490a-a300-dcddb5563eaf,2cbc745b-2abc-48b6-9838-7ae25ba1472a,2ebf99e4-0d99-4f57-9a9e-6093f2c8ed6d,330fed1d-8a7b-4483-8413-1463a840096f,342d0342-194a-47c6-916b-bfcd2067e23d,36187163-3710-44a6-bcb5-7cbb16f016bc,3a1454c4-0dd8-4433-8ce7-d775d824ea0e,3bc1ee26-66dc-486d-966d-673ffbafb6e9,3c277ebd-a7a3-46e6-a468-50bf96173b53,3cccb497-b82f-4a56-b205-fbf2039f33cd,415aaa73-1c8b-456b-9288-83975231ff27,475f1941-2bde-4eba-816c-e9da24bdbb4c,4efff68b-2ff7-4076-83ea-5e32e29a8725,53fe0c95-44d0-4ab8-82c7-660ca1b33825,5a30d2bd-9cab-44ef-9071-0b34d386a9c0,5bdeef52-fafe-4416-8df4-37f5790aead8,5da4b3aa-8df9-458a-969b-b5e290ab39cf,5f3f2338-c62f-4db1-95c0-23d8748d4a90,67df23bb-863d-4864-807d-15fa5912252a,6b5b668c-db41-4cc0-ae24-eb793c6eeea8,6b5c5237-5e13-483f-b46b-f05cc7763b1f,74649c2f-03d6-4e5b-add2-ee9efb7eec05,809f50ee-cba5-4a90-ad28-df38cc6b8ec7,884600f4-73bf-41eb-997e-90bd412cf86e,8b0438ab-495b-4737-ad45-0529818d312e,93e583ea-e4b9-42a8-80a1-c448452cc479,9ee608a6-975b-4c69-b558-f37b56edd657,ab12c5d6-f9b2-492d-9a1a-a237c59eb7af,adc59475-909e-4799-b31a-3dc912055ebb,ba59b815-c886-4950-b752-c66089e24256,c0770fc6-0b17-4a9d-87a4-1d0e80efcb9e,c15935e6-682a-44f2-8513-3683196e249e,c3ec475e-8010-486e-a4e3-af7c083613a6,c83428a3-08d8-4665-929a-c3ef3f18c6f1,cbb9943b-cf5c-4dfe-8ed3-bfb0b6dc1dd9,cbeadf0f-75e9-4856-a2f8-5a7406ea9318,cc5dbfd2-e659-4b9f-ab3b-04d5b5cf3540,ccef2232-6eff-447b-bd93-92979ac19e26,cd6c9a82-aedb-4651-9fdb-b5ac4747b241,e99cf2f9-4c86-4337-945a-6b0e46e81143,ea52d9c9-6bd5-4538-b34f-2fdf152ad88e,ef96abb0-da56-4dc3-9d8a-45f4ffb565e9,ffea52b8-a88d-4f11-988d-ffa3fa386f3c
CUBN,50.20721399280274,52.939158088542975,58.29148882751695,122.9438446731944,42.67603983596954,65.8804920913884,65.44673194409575,54.90969955644824,56.56791363294,50.845928529584064,53.03615365302536,57.200853627918654,56.19984935977906,62.444221273746756,44.17809021675454,52.11934053058833,58.438363042932465,71.74098250899657,46.052640388317016,101.55920997573018,54.99037576366223,55.40764917566324,54.51393422043686,42.361787597288476,88.53745083270566,66.00979161436103,32.7809021675454,40.41559963176835,68.27826596367898,102.37609841827768,34.17273412001004,76.12360867018161,42.15666582977655,70.173654699138,39.78642564231316,81.83304042179262,48.19340530588334,79.65620554021257,77.78977320277848,46.56866683404469,51.46522721566658,47.436521884676544,67.47234078165536,64.03389404971128,42.08109465227216,63.85220520545652,41.58138756381287,32.78500292911541,37.34078165536865,67.93547577203113,51.99715457360448
TNR,20.15846783535408,14.169588385203491,23.40705846011275,49.9242412541509,12.459417715653718,14.385049038535794,19.65464514634335,15.435786547223724,16.60074136998996,18.616804386439107,12.531392385512396,13.006486987412156,21.19553633485211,14.624063634257471,10.096841454938605,15.562668931963858,13.647308672484362,23.234458259325045,16.429531237933432,34.439261719051665,12.176229824696888,11.219785311607074,15.556259170592323,13.118233068190595,20.010193837361957,18.059155147115607,8.230519731253379,11.178855510077998,15.284500733647386,24.746389682600974,11.856050660282648,17.97513321492007,12.753340026256854,15.831261101243339,17.38288670939841,21.353077457718744,13.78925013514557,25.34867557340335,20.176615954899994,10.638273225731716,25.318789095683066,10.74345509305738,20.2597884006487,15.687543439647849,8.952969341261873,14.085025870723609,18.792956985095373,14.40628619970654,20.0103482894432,16.25229747470847,12.88817669318094
LRRC7,67.2998,41.7758,64.5112,70.917,30.6892,68.4054,42.514,70.0188,54.6904,82.8038,53.5692,63.6744,22.1356,67.9276,45.4758,53.4544,39.9912,106.5292,54.7608,98.1974,55.343,56.8834,75.5592,42.115,87.8242,70.1458,38.2122,39.4662,69.7326,95.0486,48.4636,71.9502,44.6576,70.768,84.2758,83.727,62.3324,104.6394,57.9442,48.6998,35.7068,52.2822,65.8972,46.834,43.7088,57.3622,44.7832,38.2592,24.2612,67.6834,62.2074
MYH2,52.475942577693644,57.27669979492033,54.17005836882789,135.93453226060893,42.06404795709103,63.298154283009936,62.82300047326077,52.52768575485092,59.627070515854236,49.80769837513803,48.35336803912289,55.321817321344064,37.04685281590156,45.04495977283483,26.017352894778355,50.62470421202082,34.44833569963717,65.56933270231897,41.138665404637955,103.14592206972709,51.15791134248304,47.34484934532261,49.886732923174,43.389335857390755,86.4985013409055,62.06878056475785,28.836251774727874,37.243256034074776,65.85029184413945,100.1350370720934,30.525477204606403,60.42830099384761,28.896040384918756,59.727401798390915,61.790660987537464,92.96829152863228,34.0728821580691,88.91623284429721,65.52232213282852,32.625492979965294,33.69632434137877,45.896355892096544,67.72629752326866,50.24294052689699,37.96750276068781,61.52500394383972,38.855970973339645,51.15175895251617,37.57453857075249,67.95661776305411,40.79618236314876
DNAH3,42.60811683072454,49.296030337259964,63.80797159916089,100.34258512183314,35.1740358237857,53.2956269162498,52.07713409714378,44.807810230756814,42.219541713732454,68.99289979022107,43.18476682265612,47.18742940132322,32.88074874939487,39.096175568823625,29.684524770050025,41.27602065515572,46.670405034694205,56.63563014361788,30.96022268839761,83.79578828465387,35.52065515572051,42.08028078102308,52.9395675326771,52.970953687268036,71.76117476198161,49.3529126996934,33.570598676779085,32.15902856220752,54.375665644666775,83.79901565273519,51.380183959980634,54.078263675972245,32.981523317734386,55.75480071002098,44.578667096982414,62.198241084395676,37.18089398095853,56.104163304824915,70.70832660964983,40.69767629498144,41.47224463450056,37.1463611424883,57.70324350492174,57.20025818944651,33.37663385509117,54.046958205583344,33.498305631757304,34.05478457318057,31.457802162336616,88.18565434887849,39.671938034532836
FBXW7,21.731712218649516,43.289590032154344,39.588625401929264,50.815514469453376,30.19533762057878,46.642483922829584,39.71603697749196,27.725683279742764,38.30064308681672,38.03597266881029,33.92443729903537,23.908360128617364,24.733520900321544,31.757234726688104,20.010852090032156,37.132234726688104,26.275924437299036,52.419011254019296,30.066117363344052,73.15253215434083,25.327371382636656,36.34043408360129,36.46704180064309,40.04360932475884,62.001406752411576,32.311696141479096,28.809083601286172,27.730506430868168,48.052049839228296,61.5,31.074557877813504,48.144091639871384,20.637861736334404,49.43870578778135,27.035972668810288,59.638665594855304,26.322950160771704,66.54823151125402,50.45136655948553,30.414188102893892,24.85369774919614,32.07375401929261,44.815514469453376,39.67303054662379,17.360932475884244,39.21181672025723,16.570538585209004,23.569332797427652,15.847266881028938,46.0064308681672,34.29139871382637
SPHKAP,31.37389770723104,30.661228689006467,38.24235743680188,72.85097001763668,22.457965902410347,32.783803644914755,32.87860082304527,26.633009994121107,32.64065255731922,41.41166960611405,22.472957084068195,28.488977072310405,19.66078777189888,24.10273368606702,21.621252204585538,25.347736625514404,30.29247501469724,31.10684891240447,22.48750734861846,56.36934156378601,22.301440329218106,26.67798353909465,27.006613756613756,15.455320399764844,46.969282774838334,31.054232804232804,17.776748971193417,19.599794238683128,20.268665490887713,57.804673721340386,22.179453262786595,39.22574955908289,19.418577307466197,32.60758377425044,32.06069958847737,46.84053497942387,17.405643738977073,50.92533803644915,41.41696061140505,26.25631981187537,23.693121693121693,23.702380952380953,39.2526455026455,33.98662551440329,19.1086125808348,34.56613756613756,20.43121693121693,28.281011169900058,19.491475602586714,48.3559670781893,27.02689594356261
DSCAM,30.524204864359213,33.191300280636106,50.25362488306829,60.98479887745557,27.922942001870908,34.87347988774555,40.65505144995323,27.390084190832553,34.511108512628624,51.41569223573433,34.18673994387278,35.93826005612722,27.41382132834425,20.69691300280636,27.409728718428436,31.93685687558466,24.0438493919551,25.137745556594947,19.468194574368567,42.71831150608045,28.364125350795135,35.51555191768008,41.302268475210475,29.425631431244152,53.90680542563143,40.00245556594948,19.81770346117867,25.81197380729654,27.528648269410663,45.43451824134706,34.52280168381665,49.2316417212348,24.54946211412535,39.1149438727783,41.42036950420954,43.239125350795135,23.85699251637044,60.842259120673525,50.21234798877455,32.148971000935454,22.118802619270348,29.85699251637044,54.729770813844716,47.670837231057064,26.2043966323667,37.53952291861553,15.98702057998129,20.003040224508887,24.07670720299345,43.786716557530404,32.03589803554724
UBR4,26.080598516283164,26.43769646674211,23.0194895008173,51.00006286935748,19.32428014585691,45.89815164089023,29.1516408902301,29.757072802715957,30.577958003269206,35.18640764491387,23.086948321388157,23.488494907582044,15.395322519803848,22.135106249214132,20.012825348924935,19.379730919150006,24.68238400603546,27.13057965547592,22.105243304413428,47.529611467370806,25.04928957626053,36.799383880296745,26.84288947566956,30.748522570099333,59.83144725260908,32.05878284923928,26.303533257890106,22.136363636363637,28.28410662643028,72.73726895511128,31.30164717716585,55.659373821199544,19.430780837419842,43.29906953350937,25.251225952470765,58.36602539922042,18.234314095309944,56.89180183578524,45.451904941531495,24.199673079341128,13.908587954231107,32.39180183578524,45.16874135546335,34.58493650194895,17.31881051175657,39.23814912611593,27.323148497422356,18.69508361624544,15.512573871495034,74.18621903684145,28.2453162328681
PDZD2,42.51187628161313,41.30493848257006,38.03392002734108,67.48581681476418,28.66379015721121,42.65780929596719,36.777084757347914,36.07578605604921,33.81672932330827,50.882433356117566,34.420198222829804,37.851418318523585,25.80434039644566,42.65353725222146,28.122265892002734,35.13961038961039,38.13465481886534,45.47701640464798,24.837064251537935,60.39661654135338,35.0586978810663,33.678913192071086,57.60970608339029,26.64149008885851,49.1566985645933,41.20437457279562,28.41173957621326,26.38995215311005,43.46018455228982,67.10099111414901,35.30092276144908,44.86389268626111,25.43908065618592,46.427118933697884,80.48983253588517,43.865174299384826,29.964456596035543,47.74205399863295,50.922761449077235,32.948735475051265,23.041866028708135,30.370557074504443,43.66353383458647,37.70249487354751,26.78075871496924,36.01375598086124,61.62756322624744,34.4612952836637,26.407467532467532,69.55938140806562,44.65934723171565
NALCN,45.6751246699912,42.57025520680551,40.070108536227636,63.940451745379875,37.579935464945734,51.30214139043708,43.68935171604576,34.67776474039308,41.19859196245233,38.33983572895277,24.96391903784101,47.185244939865065,30.14696391903784,27.030067468465827,22.396450572015254,33.05177471399237,49.28527427398064,32.91595775887357,27.7004986799648,46.06028160750953,36.17321795247873,44.704018773833965,43.429891463772364,45.10662951012027,64.96905250806688,39.10384276914051,34.61557641537107,25.602669404517453,33.31651510706952,65.80874156644177,45.212965679084775,54.023467292461135,25.349809328248753,54.59988266353769,42.37400997359929,61.04752126723379,38.47741273100616,65.99867996479907,66.78028747433265,31.282047521267234,40.84672924611323,38.68025814021707,46.19463185684952,47.45379876796714,34.287914344382514,47.49398650630683,34.96069228512761,43.58932238193019,30.764300381343503,58.914344382516866,39.643737166324435
ASPM,93.46771378708551,64.55332047395977,116.6333241480665,171.7741342886011,60.6369982547993,71.65463396711675,81.6328648847249,84.86681363093598,68.28125287039589,89.74216956002572,55.325617709194454,65.4795627812988,89.46955084045192,71.87177367502525,47.19004317075411,79.54147147974649,64.4470469367135,107.81115091393404,79.40093689721687,145.63727381280427,57.47947092863048,56.354551299715254,79.96491228070175,42.55534123266281,91.90116652888766,89.22274272067604,39.63819233948746,51.78818774685405,73.71277670616331,95.96142187930559,60.583080738495454,75.80628272251309,63.22347754202259,72.45099660145127,89.38164783686966,83.34610085422982,41.098098649765774,101.7466703407734,77.37485073941399,49.495545145586476,100.72297235234683,51.93212087811151,63.57426288233673,62.971617525489116,44.42555341232663,62.610912096996415,83.41572517681638,71.95774777257279,99.06347019380912,67.236796178929,64.19215578212547
MROH2B,59.1918305020042,54.295667112044285,51.33174269898836,111.89826302729529,38.69688871922123,56.51078450085894,53.29242221798053,49.71368581790418,51.23840427562512,74.1918305020042,46.15938156136667,52.76312273334606,34.76560412292422,57.28173315518229,39.495705287268564,45.75911433479672,51.870776865814086,61.49704142011834,34.55392250429471,86.86161481198702,49.115289177323916,48.87726665394159,56.848253483489216,37.97117770566902,73.9448368009162,56.001717885092575,38.03798434815805,35.83241076541324,58.75701469746135,94.30024813895781,31.064325252910862,65.36094674556213,36.99942737163581,60.70815041038366,108.49685054399694,67.35999236495515,42.66825730101164,82.5544951326589,70.13514029394922,44.33040656613858,29.938156136667303,41.713494941782784,60.47833556022142,54.631036457339185,36.588089330024815,54.854361519373924,79.39912196984157,47.881847680855124,34.6096583317427,100.88299293758351,63.30635617484253
VCAN,43.574415841584155,39.626059405940595,39.23374257425743,78.78392079207921,28.76308910891089,38.555405940594056,24.912,35.51540594059406,33.44031683168317,51.11160396039604,32.41449504950495,38.87857425742574,26.709069306930694,43.84990099009901,29.172277227722773,35.00855445544554,38.580118811881185,46.367287128712874,25.970138613861387,55.683564356435646,34.86740594059406,34.74574257425743,41.90249504950495,37.60942574257426,52.23588118811881,42.040633663366336,21.209980198019803,26.68871287128713,42.5470099009901,53.99255445544554,22.71770297029703,42.70772277227723,27.471841584158415,42.60641584158416,24.403722772277227,49.76879207920792,31.898930693069307,56.18059405940594,47.410217821782176,33.52435643564356,21.655841584158416,31.057742574257425,39.70574257425743,32.885940594059406,26.941148514851484,32.60752475247525,38.59730693069307,22.82629702970297,25.550415841584158,39.9379801980198,30.475643564356435
ATRX,55.42896613190731,88.02593582887701,106.70659536541889,151.31836007130124,56.0674688057041,54.62183600713013,83.88288770053477,45.33181818181818,79.57762923351159,66.72869875222817,26.870142602495545,98.68716577540107,31.694563279857398,85.19910873440286,71.46461675579323,50.601604278074866,104.27860962566845,134.90632798573975,40.15935828877005,136.87860962566845,45.41051693404635,92.92540106951871,56.5873440285205,55.532085561497325,64.05106951871657,111.01149732620321,73.29607843137255,34.13850267379679,114.3270944741533,73.19420677361853,90.8036541889483,102.70285204991087,73.19973262032086,61.794117647058826,68.71122994652407,55.389304812834226,83.86283422459893,50.24358288770053,57.78983957219251,87.94598930481284,29.138680926916223,80.19322638146167,81.40819964349376,45.02459893048128,35.77299465240642,87.62174688057041,35.79286987522281,49.97700534759358,69.48609625668449,131.84732620320855,48.71399286987522
PTPRT,16.63086232980333,20.909546938450514,19.2774106218648,70.25853969265069,15.153833903973247,21.23162672187276,20.798630464208934,23.4850704673939,15.959789792180906,27.474719324787007,17.816227406640657,19.58531730233299,19.795684369774662,16.173501074926346,15.415399315232104,16.480531889481647,20.305438331077315,32.04116569790588,16.04538577912254,34.99355044191417,17.889322398280118,17.820208615335616,21.048331873556812,23.632295564933514,28.368102555935984,21.007405048172625,11.985747272872043,13.891631499323195,22.65140536666932,44.69464129309658,17.338004618202085,26.39310454654033,8.978421848873317,25.697587387530856,21.380762799585955,30.322159407596146,15.676088860578071,36.77681344056055,27.52257345330042,15.0396528386018,13.925631021578152,15.384027390715822,32.65228123258221,22.19101839318417,13.821960347161399,20.0890994505932,14.088303208854208,16.8020543036866,12.947368421052632,35.06497332590175,18.69225256787961
MGAM,64.62974269515918,43.73211949411252,57.41517662450938,85.68338421282164,37.38475795900567,54.57708242477104,69.47121674662014,55.96881814217183,50.444177932839075,104.74923680767553,44.588203227213256,60.89511556912342,32.93142171827301,56.715111208024425,44.25861317051897,39.37341910161361,59.12494548626254,61.0478630614915,45.5704317488007,117.78139991277801,40.700610553859576,51.890536415176626,56.35488443087658,70.88813781072831,95.51450065416485,64.36109899694723,32.832424771042305,41.66822939380724,68.85008722197993,114.57108591365024,54.93905364151766,83.07675534234627,29.02725686873092,67.0322721325774,63.6487134757959,92.99705625817705,23.984081988661142,120.36393371129525,89.18610989969473,47.05320540776275,36.08406018316616,37.64696903619712,74.08558656781508,57.51264718709115,33.556694286960315,59.81378107283035,43.312581770606194,53.86240732664631,39.74803750545137,126.45846053205408,56.31181857828172
HERC2,85.62398122188172,69.80302536350003,75.44989241703071,105.33487644258982,55.286431505509555,79.87957227619482,73.01317076351307,76.83810393166851,55.919149768533615,103.82154267457781,67.46123753015583,79.21542674577819,51.63428310621373,63.02301623524809,38.01929973267262,65.38260415987482,76.21157983960357,94.50798722044729,51.01975614526961,87.2366825324379,50.20264719306253,71.87083523505248,68.40118667275217,55.17545804264198,105.57534067940276,65.05163982525917,41.488296276977245,51.85988133272478,89.60663754319619,123.67301297515812,65.82062984938385,95.04381560931081,50.79200625937276,81.96120492925604,84.77035926191563,105.15120297320206,60.62143835169851,108.52761296211776,103.74858186085936,50.845015322422896,46.35808828323662,60.62874095325031,85.32568298885049,79.62006911390755,54.37191106474539,81.0535306774467,54.59783530025429,69.24444154658669,49.263024059464044,108.18347786398904,69.75379800482493
NAV3,63.87246141348497,50.724749526130516,50.00839425940969,112.99634443541837,37.99796913078798,54.67154075277552,38.24235039263471,46.013539128080154,37.20444083401029,69.01367451936095,45.004738694828056,48.79352829677769,48.71974004874086,58.36975358786894,36.98943948009748,43.06309233685351,50.300568643379364,69.98470078526942,38.92458705659355,83.6600324939074,46.967235310046036,45.51949634443542,55.73842404549147,51.330083942594094,78.84010289737341,58.904955320877335,27.488085567289467,35.98740861088546,55.02937990793393,83.72799891686975,38.30598429461143,63.70173300839426,34.202274573517464,62.89168697535879,46.90414297319253,58.07067424857839,40.18873544543732,82.60262659084755,65.22664500406174,34.15827240725697,30.950446791226646,41.11332250203087,58.74275656647712,42.78662334145681,34.94476035743298,53.78486325480639,36.24884917411319,30.31871107500677,33.38207419442188,71.75507717303006,48.973598700243706
ZNF804A,58.18827292110874,57.76460554371002,74.64392324093816,91.45351812366738,42.444349680170575,57.853944562899784,42.639872068230275,45.184861407249464,42.88933901918976,66.90639658848615,39.33027718550107,51.62579957356077,33.31641791044776,43.2727078891258,37.26588486140725,45.19680170575693,48.9044776119403,62.3863539445629,39.45053304904051,71.78486140724947,38.34371002132196,47.69872068230277,48.62089552238806,33.298507462686565,62.08443496801706,56.23134328358209,32.109381663113005,36.60234541577825,59.01684434968017,73.25820895522388,38.96503198294243,52.95927505330491,37.0590618336887,61.09850746268657,62.32430703624733,61.74498933901919,34.57953091684435,67.45778251599147,55.856289978678035,48.60341151385928,44.675266524520254,42.06034115138593,48.18336886993603,43.76631130063966,34.64754797441365,46.79466950959488,36.18955223880597,50.849680170575695,34.060554371002134,59.13326226012793,51.01343283582089
DNAH10,65.75029365024528,54.47239687694327,49.55026601257514,104.26767083534858,38.464174670075316,55.777033096109996,38.9918468873074,49.71795757617633,38.72459061701099,72.70144406826505,47.89552960685414,51.45691978166241,20.029848683755958,58.04504940233538,39.94196089269675,45.24804808954605,33.38043252953776,73.28853727630761,38.83707593449872,89.25744489739515,45.38969114903614,47.15290541007393,54.485662958612586,52.99820355144061,69.86181164927797,42.6277896773302,27.79285566226767,35.06577765494369,35.69349823809853,88.90071167000622,38.10923789124577,66.99391971256823,35.186968838526916,63.83997788986388,44.71291370137497,68.42181994057901,41.6697989359497,70.8206315207628,71.24963725557936,35.64361224348787,30.933807780004145,41.02708491674152,57.90354453119602,44.90679195743799,35.19512195121951,52.07109790644649,36.203413252262834,30.07952739584053,33.822427969322185,75.35611137981068,49.53133420852622
MXRA5,24.13754722761156,36.63810885326254,41.16930460533034,108.92964362299601,22.984887164301032,22.711834984172366,47.66772184213214,19.7810681098744,43.039926478096596,28.344429694679874,12.287858674563463,38.738384560400284,13.821811498008781,36.50188910446237,30.14101909527213,17.504339834575717,41.85693862963341,57.906361686919226,15.683855815378331,77.02123966098233,20.50658633717962,33.873685285407944,23.30960890431941,29.626978453997754,33.06014500153171,45.06045134279587,30.7981211069131,13.759113652609006,50.55519248442765,28.129582354743185,37.00306341264168,59.427448177269476,26.983559685489634,26.123251301950372,28.95129173899724,32.53813948738895,31.80149086081895,31.501072194424587,32.29990809762075,41.74400081691004,12.299499642601859,30.592361891146737,51.56509751863576,23.036352496681303,14.985908301848259,44.13938527519657,16.291534769733484,18.41529664045747,26.076891657306238,73.69733483100174,17.67527825998162
