,f04359f2-5f54-4fbd-8c2b-3630e5f0bbeb,ed505386-a72e-4f8d-8eb9-f3332568c10e,4ee2c93b-660f-416f-a352-c8e9ab77fafd,51814a38-7a25-4a0e-8836-8874b783468f,45a10839-4814-4c45-9b47-7450f91bec80,0cccbfdf-c4b5-4080-8824-8a2c76809def,25e1cc1f-8df2-4a45-939a-48767cec2c19,0ceab198-b54c-4a2f-9482-574eaaaae3dc,54e09481-75b7-4677-a361-1b9770517c2a,0d7669a0-08c3-486d-872a-56c8abcc59f4,15094fa4-17d8-4119-aa85-b19368630e3b,dc9aafba-f824-4a6a-8bc9-541eced8f4d8,c3afd687-0301-4c93-97a3-1a340b83c8da,5c460ee2-6a8d-4289-a670-b03ce1236f04,4e491aef-ff86-4c5a-9542-00a23848f7d5,8a6a9b07-09fd-44b6-acd7-a586fd215005,2d93b702-ba67-4159-b837-5f01a19b8eae,9405f407-0e2b-4b06-ba09-21b90e987116,c8c36597-6777-426f-bef7-97e2aff61709,cb1f4794-571b-4151-9599-822d1d1e00f5,ad2f45c4-23c6-406c-ba40-915e819207b3,11f49d45-cc2b-4e8c-aa26-6b62f906f0e0,31e81dbf-b2da-4144-9fdf-49f0fdddf6ba,7cf9abc1-b4c5-4432-9176-942353624ba7,46a00667-ac19-4e10-9a9a-e1d6df3efd12,fb9b1605-6148-438f-9d5b-e8b976e99fd5,69a73fa6-e86b-48df-9aec-91c8f838c783,5adbc794-7ea4-481e-9b50-fb2ef89e4021,65273722-e0aa-4fbd-8b9f-7797a41eb682,b2e1e5fd-3b5a-4b5f-bb7c-14cc5299bb27,d870e477-fd50-4266-957d-9a3e12ac9799,95fe4784-0098-4ca2-be7a-4198722a7d06,074fc242-d5ac-478e-bf84-9d6e782002c5,9940c287-f561-4ec0-ac79-3f6846c99dc0,fba68630-e659-4b04-8741-032dbbce8c05,e67069c9-26b7-4b0b-9300-c006cd969159,d4d1164b-526b-4154-97a5-b916937d19d7,04fafe64-6e6e-46b2-b94e-3d1f0adecc6a,512c7c41-81ce-43a3-8d52-3950b7bfc8c1,8a0e356f-12c9-45c4-b77e-a8a3748e5e85,58d6767d-1f67-441b-b4e1-13c11856f3e9,52db7beb-dabd-4f8e-b3c4-aa24823afa70,244ee6f8-7582-4df6-8a1c-a7720f82c9ad,472a68e0-bd02-4a3d-9385-09b1a42c1aae,887f6123-0b96-42a4-a6fd-6857ba2dc51b,5d4e749e-ca04-455f-b866-bb9b749eb772,fb439645-d31a-49e0-b57a-9df33a05265d,171740ce-b978-407d-9c42-b24bd8be4f42
RP1L1,92.54822526025336,66.39508340649692,77.3701241690706,109.27154145240186,91.51875078389565,55.07813871817384,28.871064843847986,74.00338642919854,68.97466449266274,129.92750533049042,48.95095948827292,75.95346795434591,97.13006396588486,81.40699862034366,41.762197416279946,74.33274802458297,104.98244073748903,54.75467201806096,73.23278565157406,78.30252100840336,49.650570676031606,56.973661106233536,112.35632760566914,79.47949328985325,92.50068982817007,65.21685689201054,54.21861281826163,97.9707763702496,77.28910071491283,64.19152138467327,74.88272921108742,45.7200551862536,92.08905054559138,74.07776244826289,75.23165684184121,77.6590994606798,39.064216731468704,66.57970650946946,52.973661106233536,46.95271541452402,40.95998996613571,107.14034867678414,91.23266022827042,94.44600526777876,35.57318449767967,53.82992600025084,86.766838078515,91.12366737739872
GPR112,119.84946128285168,162.32776155472763,132.97180545765784,230.99647568220723,121.1482227368845,167.1346289396838,163.48756419293122,206.20028194542343,85.98701037156378,112.95639915416373,136.73416574363105,87.74765884603767,131.89940590071492,160.1713825395227,277.01842714731646,177.51072399556944,197.0609203504179,174.37146309535797,141.62793273587755,236.63367233914008,114.1651394622898,156.85590574967273,121.96052764072097,115.53237337629645,121.53529352532475,190.24891753096364,177.30782398549994,307.14046923774043,98.7262108548988,145.85137448393917,187.21558755412346,78.2795287483637,155.48444265431476,152.44879669721075,116.22626120229585,176.87886416272278,135.71332192125666,117.00443057093948,175.2732856711308,150.56600543751887,73.06444466821065,104.19977847145303,103.99355553317893,127.85298560064444,120.03635082066258,97.84190917329575,92.11962541536603,101.09143087302387
HERC2,112.95846645367412,83.87637738801591,95.75634087500815,131.88446241116256,117.36839016756862,73.72654365260482,63.207276520831975,80.1218621633957,98.14566082023863,96.671969746365,100.95311990610941,113.81000195605398,123.75960096498663,118.67490382734563,96.01088870052813,122.28949599008932,156.73234661276652,111.74036643411358,105.65853817565365,106.5902718915042,133.50713959705288,94.19664862750211,72.14344395905327,104.84899263219665,112.54456543000587,104.69622481580491,99.52683054052292,88.85636043554803,95.52402686314143,98.55721457912239,92.6502575471083,93.21118862880616,139.1117558844624,67.41826954423942,173.43854730390558,127.32926908782683,104.71969746365,97.03240529438612,110.9015452826498,91.31851079089783,87.47199582708483,156.93375497163723,185.48744865358285,118.56295233748452,75.7835300254287,86.02542870183217,130.07941579187585,138.72217513203364
ABCA12,145.20241758241758,102.68934065934066,99.95263736263736,147.17835164835165,146.26285714285714,123.98901098901099,97.85417582417583,124.68505494505494,107.90802197802198,102.61901098901099,137.29637362637362,111.11241758241758,160.9832967032967,104.57351648351649,123.98813186813187,144.5532967032967,130.62494505494504,128.04153846153847,117.53175824175824,140.95032967032967,125.28296703296704,159.67197802197802,124.28164835164836,137.4156043956044,177.2113186813187,136.68527472527472,149.78274725274724,139.39615384615385,122.09571428571428,95.2956043956044,119.05395604395605,108.25153846153846,152.78945054945055,91.74,148.47406593406595,121.27164835164835,105.88945054945054,104.30505494505495,130.19274725274724,103.65593406593406,99.96263736263737,135.6034065934066,130.17736263736265,154.9310989010989,122.24802197802198,115.89274725274726,119.86318681318681,128.71703296703296
MYH4,221.13946143617022,166.91688829787233,114.68001994680851,245.1893284574468,228.1520944148936,80.68500664893617,71.95744680851064,184.60804521276594,146.62400265957447,202.8533909574468,101.63248005319149,174.0561835106383,250.72822473404256,168.60887632978722,264.4060837765957,163.0784574468085,232.52692819148936,114.89394946808511,151.08427526595744,212.80851063829786,195.0766289893617,140.62732712765958,150.26961436170214,203.82928856382978,193.81233377659575,179.07579787234042,170.89145611702128,123.65608377659575,186.99833776595744,151.88979388297872,180.6856715425532,94.1123670212766,209.69581117021278,137.79820478723406,234.82795877659575,186.17054521276594,74.17819148936171,139.23670212765958,116.02493351063829,93.43400930851064,90.89577792553192,239.65757978723406,210.49285239361703,234.90857712765958,105.94614361702128,183.65492021276594,182.30851063829786,196.88563829787233
CDH10,114.54101221640488,93.74927283304247,77.17946480511925,112.77283304246654,109.98342059336824,88.89819662594532,80.32547993019197,105.04653868528214,75.09511343804537,112.87114601512508,111.89325189063409,73.543339150669,126.88859802210588,77.9956369982548,132.88947062245492,93.60034904013962,109.6608493310064,91.87579988365329,109.96684118673647,112.11605584642234,94.80250145433392,148.68557300756254,97.6151832460733,99.5369400814427,121.4150668993601,116.14543339150669,133.15503199534612,99.62012798138453,93.31995346131471,74.88656195462478,93.15939499709133,76.45026178010471,115.41332169866202,72.26614310645724,113.42931937172774,92.71640488656196,90.15125072716695,78.07242582897034,89.02850494473532,75.60325770796975,74.76439790575917,116.7585805700989,102.95171611401977,123.18673647469458,90.62012798138453,92.69924374636416,92.8760907504363,101.02239674229203
TG,117.42721893491124,107.88674556213017,96.82331360946746,169.14414201183433,121.39763313609467,86.66686390532544,85.20852071005918,106.06816568047337,117.16650887573965,213.52165680473374,81.6796449704142,134.42082840236685,129.14781065088758,232.0873372781065,135.36047337278106,99.7715976331361,153.24662721893492,88.30639053254438,124.7680473372781,108.47313609467456,139.5785798816568,84.97550295857988,93.68390532544379,112.44047337278107,123.13479289940828,147.8649704142012,123.96378698224852,224.8814201183432,95.17479289940829,99.13846153846154,99.67088757396449,74.59076923076923,159.98248520710058,95.69668639053255,188.52331360946746,128.82958579881657,71.71775147928994,114.35349112426036,99.14402366863905,74.82840236686391,69.29479289940828,153.901775147929,152.87431952662723,91.70236686390533,76.03455621301775,73.53609467455621,158.32970414201182,136.55905325443786
PRKDC,121.99903767858464,81.35768746761418,112.45066252128211,132.10385668813385,135.47324006218076,106.39203493966986,88.42675253534681,108.66955363091273,96.9690576652602,168.46487526833963,106.23717521652232,98.38515064031387,143.42134873047598,98.64771633725664,107.42157080464875,113.44992227403952,116.62284402990599,116.31956473462137,102.74565104744985,122.2057147087127,60.89769783107558,96.01969057665261,87.03020208749723,129.11895773188246,151.50618106447553,140.9282700421941,146.09408542453178,117.32245169886743,107.84750906802873,82.53223776741432,69.11962395440077,94.03419942260714,131.25449700199866,104.7077503886298,133.7100451550818,108.92464283070545,94.8772670071804,91.82589384854542,120.85624398549115,93.36745873121623,91.05825745799098,118.9456658523947,122.38574283810793,137.85269079872677,106.29846768820786,102.80176178843733,104.87933969945962,112.9994818269302
LRRK2,125.70321030792749,96.07523476741646,123.06977506005678,116.84701899978161,141.8834898449443,115.06038436339813,95.24350294824197,111.58473465822232,77.02708014850404,107.68388294387421,156.20080803668924,89.2883817427386,153.91417340030574,70.93000655164883,159.8959379777244,124.75649705175803,96.12142389167941,123.47706922908932,88.8698405765451,127.28401397685084,93.52871806071195,150.84581786416248,115.71631360559074,207.69720462983184,140.11913081458835,130.6427167503822,136.29558855645337,98.76665210744704,111.16062459052195,71.86427167503822,118.19491155274078,98.54072941690326,112.76883599039091,78.52063769381961,103.84057654509718,93.96451190216204,121.69130814588338,78.73203756278663,130.99792531120332,104.91974230181262,95.60493557545315,96.76676130159423,99.43382834680061,146.7986459925748,120.52369512994103,108.69687704739026,90.46385673727889,93.66881415156148
PDZD2,75.25350307587149,72.86056049213944,50.938397129186605,111.90678400546821,79.63021189336979,89.95403280929597,71.372009569378,74.161995898838,69.26503759398496,99.87303485987697,81.13516746411483,80.90738209159262,82.59928229665071,78.29263499658236,90.95839029391661,63.83424470266576,92.79442925495557,87.79468557758031,99.91814764183185,70.01999316473001,87.05425495557074,100.92045454545455,63.03802118933698,75.15276828434723,74.16814764183185,80.19130211893369,83.25153793574846,97.11577238550923,66.49102870813397,64.78537252221463,65.7300922761449,75.12517088174982,96.65618591934381,46.35346889952153,128.02323991797675,84.75384483937115,83.72522214627477,71.55844155844156,89.6543916609706,76.07903280929597,68.6607997265892,113.33911483253588,96.51093643198907,79.94642857142857,79.98564593301435,61.56971975393028,83.6373034859877,92.26358509911141
LAMA2,112.54294605809129,84.04035269709543,57.07375518672199,105.75798755186722,111.90145228215768,102.13838174273859,69.9954356846473,95.58008298755186,91.33215767634854,128.24574688796682,93.8990663900415,85.47209543568465,69.2201244813278,121.16753112033194,97.01639004149378,82.78340248962655,114.7682572614108,102.11836099585062,73.76307053941909,110.31089211618257,102.82634854771784,73.36120331950208,57.72448132780083,59.9204356846473,117.93890041493776,105.65197095435684,103.55477178423237,123.97002074688797,98.39865145228215,81.87271784232365,98.59605809128631,84.14647302904564,131.43941908713694,63.958817427385895,138.63464730290457,104.50176348547718,68.53205394190871,85.45570539419087,73.1753112033195,76.8701244813278,81.00684647302904,99.52697095435684,116.90072614107883,122.40259336099585,99.11856846473029,67.12479253112033,58.069190871369294,109.96379668049792
TNR,33.41895127036837,31.749092594022706,35.41146034442814,44.39300332071975,34.87497104023477,28.87775117769712,23.5473009498803,32.793497567379724,47.40296547995984,69.22217931886632,26.187736504749402,40.18171287358097,37.19592246505522,39.85496949571395,39.2960074136999,29.36551085025871,46.53347748860916,31.54467526449919,39.00988493319947,32.212294385666844,62.87697891729091,38.234458259325045,33.05282261178469,31.558189821607847,31.482431075758747,29.9519654027338,29.10595412773187,50.05776507838443,42.252220248667854,42.74886091590084,27.74098385975751,24.312842690555254,50.348830025484595,19.951424820449457,71.3506834504595,39.58614564831261,24.103714572553866,35.670090354467526,52.06425206579659,24.889335083790254,22.676963472082786,55.23747007490926,48.24001853424975,36.316163410301954,32.03745462970114,40.98648544289134,40.50814734728551,45.44860606996679
TRRAP,115.31151707704528,75.91953931691819,114.22009531374107,99.99324861000794,96.1494837172359,107.66362192216044,88.95504368546466,78.07315329626688,82.39181890389197,153.58109610802225,107.14519459888801,89.24432088959492,103.28951548848292,159.84225575853853,78.8571882446386,92.04972200158856,108.46330420969024,82.84590945194599,88.58745035742653,88.91652104845114,97.4724384432089,101.06648133439238,126.58228752978555,86.81183478951549,107.14598888006354,74.31199364575059,80.92954725972994,113.68602065131057,96.77879269261318,99.45949166004766,76.75623510722797,69.69483717235902,114.07100873709292,51.03240667196187,140.9515488482923,91.2794281175536,81.01914217633042,80.8195393169182,85.78101667990468,72.56608419380461,65.65742652899127,111.18713264495632,105.20953137410643,98.39515488482922,94.18284352660842,74.79912629070691,95.64011119936457,102.78530579825258
ZNF536,59.61456016177957,49.523963599595554,51.068958543983825,61.45217391304348,58.393731041456014,60.12072800808898,46.947826086956525,48.71102123356926,56.648533872598584,77.03235591506572,49.568857431749244,55.470980788675426,63.065318503538926,56.39494438827098,48.79757330637007,66.94903943377149,77.46430738119312,58.12052578361982,61.733265925176944,55.85480283114257,65.58665318503539,63.79049544994945,46.21092012133468,50.659251769464106,53.43498483316481,51.33892821031345,50.8592517694641,74.90940343781598,47.46430738119312,48.46632962588473,44.625884732052576,50.64084934277047,80.47138523761375,35.15328614762386,69.11951466127401,58.726794742163804,55.685945399393326,54.00020222446916,58.24570273003033,52.645500505561174,44.580990899898886,73.22487360970678,68.0046511627907,61.595146612740145,50.89807886754297,49.15631951466128,65.38321536905966,70.6525783619818
CDKN2A,25.973727422003282,44.10016420361248,44.56732348111658,30.70853858784893,22.974548440065682,35.24055829228243,29.73481116584565,37.51559934318555,25.300492610837438,32.32676518883415,26.932676518883415,22.99343185550082,55.55911330049261,4.0492610837438425,6.7298850574712645,40.24794745484401,31.428571428571427,9.305418719211822,24.36863711001642,52.752873563218394,1.8825944170771758,42.66256157635468,5.211822660098522,46.98029556650246,42.608374384236456,68.95566502463055,56.95812807881774,27.936781609195403,21.070607553366173,17.395730706075533,8.899014778325123,30.44991789819376,28.92528735632184,26.035303776683087,19.573891625615765,24.472906403940886,25.87110016420361,20.449096880131364,23.192939244663382,33.6863711001642,21.80377668308703,28.74302134646962,24.81527093596059,25.85632183908046,20.648604269293923,43.854679802955665,3.4597701149425286,31.20607553366174
RELN,134.14760051880674,82.12321660181583,134.71889321227843,112.54621703415478,109.33393860786857,129.1209684392564,110.60242109814094,92.95399913532209,92.31923908344142,180.27730220492867,130.9410289667099,94.74068309554691,119.77111975789019,171.50817120622568,90.81452658884565,107.22671854734112,116.79507133592736,105.40570687418936,103.55486381322957,102.36990920881972,109.93774319066148,124.70704712494596,151.73540856031127,103.2025075659317,128.17950713359275,86.00527453523563,98.0504971897968,130.22619974059663,114.40570687418936,114.96134889753567,93.6629485516645,82.08733246865543,130.87124945957632,61.02965845222655,153.81634241245135,106.79204496325119,98.85352356247297,92.03346303501945,105.56255944660614,83.55771725032426,80.54656290531777,123.07021184608733,121.99394725464764,118.86900129701687,118.37587548638132,87.75910073497622,107.24747081712063,112.93661910938175
FCGBP,93.4779854539767,68.22084930007038,62.35395323375303,118.04488934073669,86.96457339485414,100.05669820911864,73.2332838038633,56.2953781184015,87.41198091811997,109.63228278720575,81.69578478141862,107.05411746304841,80.4798623602096,110.50809415812935,66.03034331743177,64.34840071948072,110.74646124970673,89.33338546961758,103.19871744740752,67.86454993352623,98.55814499100649,78.16759208571204,58.550246343943066,105.20638148119184,67.49597247204191,68.02909204660983,67.15891139438492,120.68358489090483,56.004066630171266,75.45178697114257,69.33416751388128,79.68726049894424,108.97606944553061,44.50410573238445,103.97724251192618,107.19457261280988,100.84054117463049,83.74247282396183,86.58856651286463,84.91788535231095,70.13732697270666,134.4219910846954,121.4665676077266,78.9939000547431,93.4808790177524,58.87534214436537,108.75138812856808,110.68686947681239
KIAA1109,160.74257674886763,111.93677654755913,142.46087065928535,126.12191746351283,168.48270005032714,140.79837695017613,129.95086814292904,140.26377705083038,110.55083039758429,107.47131353799698,142.51220432813287,108.83857574232512,179.4501132360342,106.59964771011575,139.90431555108202,142.98056114745847,138.1901736285858,153.78340463009562,122.71772773024661,152.167086059386,70.44256416708606,148.89072722697534,113.07945395067942,162.2311273276296,175.2821464519376,152.96470810266734,152.36411675893305,83.75207599396074,140.20634121791645,102.27113739305486,137.0927277302466,126.97068444891796,160.98911675893305,104.53856316054353,159.68778309008556,125.47062154001007,155.62783090085557,105.62613236034223,155.02031957725214,119.389028686462,122.65834172118772,141.91494715651737,139.64097886260694,178.52925264217413,110.50981378963262,132.95344740815298,127.44633870156014,134.9391670860594
PIK3CA,97.13317936874519,58.92906631474761,53.55757175849555,57.86319146596283,81.74705817661938,102.00054987352908,114.2341361486858,94.66512702078522,64.6432420543275,66.60969976905312,74.18662707577258,51.43626965797866,89.19047619047619,68.31760695040141,68.6437919278566,80.45859452325965,59.50852303970087,82.61123941493456,52.38722093918399,75.30419003629166,82.17463983283845,69.80952380952381,57.90443198064445,78.27636643571978,97.713515891345,83.56010117672935,64.00351919058616,64.00901792587705,84.32167601451665,45.29627185747278,69.67359507313319,65.31045859452325,69.08709996700759,49.19091608929946,67.825690091279,59.398218409765754,95.59045419553503,49.94490267238535,80.47531067854393,61.073683052897835,63.66468712196195,72.83129880127571,65.63675354668426,88.3100186957,93.07665236995491,62.70592763664357,57.01066754646431,58.704827889585395
PKHD1,78.40750522048889,56.42138557916718,65.68609507431519,83.75211890431152,78.24867952340007,71.46001719690456,72.4185603734185,65.43704704581747,68.84184989559023,99.46026286696966,65.27828276624493,73.51019530770175,84.87452401424886,99.70495025181182,65.75328583712074,86.3441837612087,89.1404618597224,72.70986365311387,78.6881218523523,71.78755681120255,82.42003439380912,124.80174425746223,96.22613929492691,73.63315317528559,75.71938336813659,80.48986610981451,70.99852597960938,95.93256356712935,64.08100970396757,62.65587765630758,63.382938213978626,60.98605822380543,97.94017933914752,47.73062277361503,109.864083036482,81.71010932317897,68.80297260778774,67.79400565041149,74.08887114605085,54.0811939565164,61.43919665888711,104.72435818695492,88.4495762191377,82.45971010932318,50.87397125660238,62.98378577570323,77.67080211276256,83.15268394546125
LRP1,62.85359468349332,55.47022890514869,53.09807343760489,118.59300530308116,61.652614620393365,72.99550245015774,47.324226354299526,49.56836947036316,82.70188628582936,124.61790964623749,83.30858562126603,94.82513257702894,65.10257098744714,92.79331409008525,71.87997583406055,51.297576693293955,106.24414311606364,71.07202792508559,96.86749009867759,56.82540108746728,94.81184131033093,63.6287843189904,46.659931529838225,76.23548365442707,61.24937906961133,54.1254615023159,57.50218164731154,166.66503322816675,49.610391353963884,65.49587165201048,67.55017788816541,57.01174733167752,116.8759481774854,37.811908437940524,134.13680606833591,85.71766127408203,84.88709136067665,84.02309189769753,73.64637175270188,68.29851647982815,52.56608713163724,109.07451164664026,103.04672081627173,77.14580116802041,58.177351144525744,49.619252198429216,93.44733839027992,101.31469423373834
MXRA5,100.02665168998264,152.12039211681812,110.2710099050342,146.23782293474932,94.47054018176249,120.11559277034617,122.13846625140407,132.94189727356274,77.93352394567549,112.38772592668232,94.95925661186561,80.77034616562851,107.04554273460636,99.99611967732054,225.1714489941795,143.58215051567447,211.37802511998368,122.45307872970488,130.650464617584,194.02369039109567,108.62697845399775,172.99754926988666,92.07260287960789,82.65465128152762,96.4292862248545,170.98866537322579,139.37485959358725,213.97978147656488,82.92321045644849,143.64045746962117,164.302767282753,54.7240886347391,129.61237618707239,129.08730726028796,103.95598897171449,172.74686000204227,64.2768303890534,107.2714183600531,117.09884611457163,111.80669866230981,47.46604717655468,110.28030225671398,99.93689369958133,103.4822832635556,55.96374961707342,82.35321147758603,93.21270295108751,104.42162769325029
